document_id,title,text,url,motorized transport,non-motorized transport,cycling,walking,scooters,public transport (local),public transport (long-distance),commercial transport,stationary traffic (parking),moving traffic,inter- and multimodality,new services
Ott649,Der Radweg muss weg - auf die Straße!,"Der Radweg macht hier ca. 50% des nicht gerade breiten Gehwegs aus.
Die verbliebenen 50% des Gehwegs sind zum großen Teil mit Gastronomie zugestellt.
Die möchte ich auch behalten.
Aber der nutzbare Anteil für Fußgänger ist so an einigen Stellen nur 30 cm breit, so dass auf den Radweg ausgewichen werden muss.
Das ist lebensgefährlich, besonders für Kinder.
Dieser Gehweg ist zudem noch ein Schulweg, der zur Grundschule Bahrenfelder Straße führt.
Es wäre doch schön, wenn die Kinder (und natürlich auch alle anderen Fußgänger) einen begehbaren Gehweg hätten.
Lösung: auf die Straße mit dem Radweg.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/649,0,1,1,1,0,0,0,0,0,1,0,0
Ott650,Ein Brunnen am Platz,"Ein plätschernder Brunnen würde diesen verwahrlosten Platz aufwerten und Ruhe spenden.
Außerdem Sitzgelegenheiten.
Und ein wenig Sauberkeit.
Begehbares Kopfsteinpflaster.
Ach, man wird ja wohl mal träumen dürfen!
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/650,0,0,0,0,0,0,0,0,0,0,0,0
Ott651,Fußgängerzone!,"Wie bei Ottensen macht Platz!
Bitte wiederherstellen!
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/651,0,1,0,1,0,0,0,0,0,1,0,0
Ott655,Zebrastreifen,"Hier befindet sich der Eingang zum Spielplatz.
Ein Zebrastreifen und ein abgesenkter Bordstein müssen her!
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/655,0,1,0,1,0,0,0,0,0,1,0,0
Ott656,"Die neue Rennbahn ins Dorf?
Bleickenallee, Kepplerstraße und Eulenstraße","Breite Radwege in beiden Richtungen der Bleickenallee und kommend von der Eulenstraße oder führend zur Kepplerstraße sind ja gut!
Aber das im Zuge des Um- und Ausbaus der Radfahrstreifen auch die Fahrstreifen für KFZ verbreitert wurden passt nicht!
Vor allem nicht bei einem GRÜN - geführtem Bezirk!!
Die Geschwindigkeit der KFZ empfinde ich ständig als zu hoch, und ich fahre selbst nicht nur Fahrrad sondern auch Auto.
Neben zu schnellen und falsch parkenden (haltenden) KFZ sehe ich auch die Unsitte, mit dem Fahrrad auf den jetzt schmaleren Fußwegen und entgegengesetzt der Fahrtrichtung zu fahren, als sehr gefährlich an.
Lösung: Toppes nach mexikanischem Vorbild (Busse können Toppes (Fahrbahnschweller) ungehindert passieren) und Absperrbügel auf den Bürgersteigen quer zur Gehrrichtung, die eine Nutzung für Radfahrer deutlich erschweren sollten.
Ach ja, stationäre Geschwindigkeitskontrollen oder mindestens zweimal im Monat die schicken grauen Blitzanhänger aufstellen :-)
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/656,1,1,1,1,0,0,0,0,1,1,0,0
Ott657,Zebrastreifen,"Große Brunnenstraße x Eulenstraße, und Große Brunnenstraße x Keplerstraße.
Auch mit dem abgesenkten Bordsteinen geben Autofacher Fußgängern nicht nach.
Schade, dass als diese Straßen renoviert waren, waren die Zebrastreifen vergessen
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/657,1,1,0,1,0,0,0,0,0,1,0,0
Ott658,Autofrei Zone,"Ich finde es wunderbar, wenn in Ottensen Mitte, lediglich Lieferverkehr mit gewissen Zeitgenstern, fahren dürften!
Busse stopfen in kleinsten Gassen, protzige Autos parken gewissenlos!
Ich spreche von den Straßen Ottenser Hauptstr. Bahrenfelder sowie die Straßen drumherum!
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/658,1,0,0,0,0,0,0,1,1,1,0,0
Ott659,Danke an das PK 21!,"An dieser Stelle mal ein großes Dankeschön an alle vom PK21, die sich immer wieder der Beschwerden der lärmgeplagten  Anwohner annehmen!
Und das immer freundlich und verständnisvoll!
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/659,0,0,0,0,0,0,0,0,0,0,0,0
Ott660,Straßenmalerei,"Asphaltdecken könnten künstlerisch aufgewertet werden, ähnlich dem 1,5°-Schriftzug in der Mönckebergstraße.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/660,0,0,0,0,0,0,0,0,0,0,0,0
Ott661,Kopfsteinpflaster,"Einige  Bereiche der kopsteingepflasterten Straßen  werden von Radfahrern als Aufforderung begriffen, auf dem Fussweg zu fahren.
Eine (bestimmt nicht vollständige) Aufzählung: Große Brunnenstraße im Bereich der Recycling-Behälter und vor dem Café rojito,  Rothestr zwischen Ott H- str u  Eulenstr,  Bahrenfelder Str auf der ganzen Länge zw Alma-W-Pl u Eulenstr,  Erzbergerstr,
Eine mögliche Abhilfe: Pflasterung mit ebenen Steinen auf der ganzen Straßenbreite oder in der Mitte
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/661,0,1,1,1,0,0,0,0,0,1,0,0
Ott662,durchgängiger Radweg Bahrenfelder Straße,"Heute fährt man mit dem Rad vom Spritzenplatz in Richtung Arnoldstraße und darf nur bis zur Einmündung der Mottenburger Twiete die Einbahnstraße in Gegenrichtung nutzen.
Danach hört die Radstrecke auf und muss man schieben.
In die Mottenburger Twiete darf man nicht reinfahren, auf der Bahrenfelder Straße darf man nicht weiterfahren.
Also bitte: baut einen angenehmeren Radweg ohne Kopfsteinpflaster und eine funktionierende Anbindung der Radfernverbindungen!
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/662,0,1,1,0,0,0,0,0,0,1,0,0
Ott663,Unnötiger Verkehr durch die allerengsten Straßen,"Seit einigen Jahren, seit Navigationsgeräte allgemein in Gebrauch sind, kann man feststellen, dass es viel mehr Autofahrer sind als früher, die sich einen Weg durch die allerengsten Straßen von Ottensen bahnen, auch völlig Ortsfremde.
Es sind dies vor allem die Nöltingstraße und die Gr Brunnenstr.
Diese Art von Verkehr ist unnötig, gefährlich für Fußgänger, Radfahrer und Einkaufende und unpassend für die sehr engen Straßen.
Unnötig, weil man ebenso gut auch außen herum fahren kann.
Von alleine passiert aber nichts.
Man kann aber die Autofahrer durch eine vorgeschriebene Richtungsführung dazu bewegen.
Eine Möglichkeit wäre die völlige Sperrung der beiden Straßen Nöltingstr und Gr Brunnenstr in Höhe der Ottenser Hauptstr oder ein Verbot, die Ottenser Hauptstr zu überqueren, mit der Möglichkeit, nach Westen in die Bleickenallee zu fahren.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/663,1,0,0,0,0,0,0,0,0,1,0,0
Ott664,Schritt-Tempo,"Während des Verkehrsversuchs  ‚Ottensen macht Platz‘  konnte man beobachten, dass die Geschwindigkeitsvorgaben nur sehr bruchstückhaft eingehalten wurden, in den schlimmsten Fällen sind  Autofahrer in Normalgeschwindigkeit, oder, verleitet durch die scheinbar freien Straßen, mit erhöhter Geschwindigkeit durch den Bereich gefahren.
Man muss wohl davon ausgehen, dass die Polizei die Geschwindigkeit nicht rund um die Uhr kontrolliert.
Ein Anreiz, sich an die Vorgaben zu halten, könnten Geschwindigkeitsanzeiger sein, die für den Autofahrer und die anderen Anwesenden deutlich machen: Sie fahren….km/h
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/664,1,0,0,0,0,0,0,0,0,1,0,0
Ott665,Kunst am Straßenrand,"Sehr schön sind Skulpturen am Straßenrand wie z.B. in der Chemnitzstraße fast an der Holstenstraße.
Auch Plätze wären damit zu schmücken.
Kunst muss nicht teuer sein, Kita und Schulen könnten beteiligt werden und/oder ortsansässige Ateliers.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/665,0,0,0,0,0,0,0,0,0,0,0,0
Ott666,Fahrradweg durch wartende Fußgänger geführt,"Der Übergang Museumsstr im Verlauf der Lobuschstr gehört nicht zum vorgegebenen Bereich von ‚Freiraum Ottensen‘.
Aber der gegenwärtige Zustand ist eine Zumutung für Radfahrer und Fußgänger.
Die Radfahrer, die im Verlauf des Straßenzuges von der Ehrenbergstr kommen, werden durch die Führung des Radweges genau in die wartenden Fußgänger geleitet, sie müssen sich mit Blickkontakt versichern, dass die herannahenden Fußgänger von ihnen Notiz nehmen oder sie müssen außen herum um die Wartenden fahren, wobei sie dann oft andere Fußgänger bedrängen oder gefährden.
Das ist eine völlig unsinnige Verkehrsführung und verlangt dringend Abhilfe, zB durch eine Führung des Radweges auf der Fahrbahn, mit einem Radfahrstreifen, der von Autofahrern respektiert werden muss.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/666,0,1,1,1,0,0,0,0,0,1,0,0
Ott667,Parkplätze und Breite von Fußwegen,"Es gibt eine ganze Reihe von Straßen, in denen der Straßenraum fast nur von fahrenden oder stehenden Autos beansprucht wird, während für die Fußgänger nur so wenig Platz gelassen ist, dass ein Paar noch nicht einmal die Möglichkeit hat, eingehängt miteinander zu gehen, ohne behindert zu werden.
Dies zieht sich durch den gesamten Stadtteil und sollte geändert werden.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/667,1,1,0,1,0,0,0,0,1,1,0,0
Ott668,Barner Straße - Behringstraße,"Falls Hamburg wirklich eine Fahrradstadt werden soll, sollte es auf solchen wichtigen Verbindungen Radwege geben.
Gerne separat für langsamer fahrende und auf der Straße für schnell fahrende RadlerInnen
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/668,0,1,1,0,0,0,0,0,0,1,0,0
Ott669,LIEFERZONEN  |   Große reservierbare Be-Entladezonen,"Lieferverkehr vor allem z.B. mit Europaletten benötigt Platz für eine kurze Zeit.
1. Lieferzonen wie z.B. am Steindamm umgesetzt.
2. Wie bei Smala Smarte Lieferzonen mittels Detektor und App Anlieferslots buchen.
https://www.hamburg.de/bwi/smarte-ladezonen/
3. Elektrische Poller mittels Freischaltcode für Berechtigte mit Time Slotbuchung.
4. Ein System für alle Ladezonen in Ottensen idealerweise in ganz Hamburg.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/669,1,0,0,0,0,0,0,1,1,0,0,1
Ott671,LIEFERZONEN  |   Große reservierbare Be-Entladezonen,"Lieferverkehr vor allem z.B. mit Europaletten benötigt Platz für eine kurze Zeit.
1. Lieferzonen wie z.B. am Steindamm umgesetzt.
2. Wie bei Smala Smarte Lieferzonen mittels Detektor und App Anlieferslots buchen.
https://www.hamburg.de/bwi/smarte-ladezonen/
3. Elektrische Poller mittels Freischaltcode für Berechtigte mit Time Slotbuchung.
4. Ein System für alle Ladezonen in Ottensen idealerweise in ganz Hamburg.
5. Im Gegensatz zu den anderen Stellen wo ich diesen Beitrag eingefügt habe hier zeitlich beschränken 08:00 - 11:00
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/671,1,0,0,0,0,0,0,1,1,0,0,1
Ott673,Fahrradzone Ottensen,"Herr Scheuer hat sie ins Leben gerufen.
Doch was ist das überhaupt und wo gibt es welche?
In Bremen wurde eigens ein Schild entwickelt.
Ottensen wäre passend für eine Fahrradzone.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/673,0,1,1,0,0,0,0,0,0,1,0,0
Ott675,"LOGISTIK HUB SPRITZENPLATZ | LKWs (max. 12.5T) + KEP Sprinter (3,5T) + Lastenräder","An Tagen wo kein Markt ist, können hier LKWs ihre Ladung von 08:00-11:00 entladen.
1. Wie bei Smala Smarte Lieferzonen mittels Detektor und App Anlieferslots buchen.
https://www.hamburg.de/bwi/smarte-ladezonen/
2. Elektrische Poller mittels Freischaltcode für Berechtigte mit Time Slotbuchung.
Der Poller besteht ja schon für die Marktbeschicker.
3. Um das Ruhebedürfnisse der Anwohner nicht Übergebühr zu beanspruchen Einschränkung auf 08:00-11:00
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/675,1,0,0,0,0,0,0,1,1,0,0,1
Ott677,WHITE LABEL LOGISTIK DEINSTLEISTER  |  Utrecht  | MIRCODEPOT MERCADO LIEFERZONE,"In vielen fortschrittlichen Städten wird die Lieferlogistik in urbanen Räumen auf sogenannte White Label Dienstleister umgelagert:
- Zweck weniger KEP (Kurrier und Express Postdienstleister) fahren mit ihren Sprintern (3,5T / Keksdose) in die engen Straßen.
1. Alle KEPS (DHL, UPS; FEDEX, DPD; Transoflex, GLS) bündeln ihre Last Mile Auslieferungen in einem HUB und ein neutrales Fahrzeug liefert die gebündelten Waren an die Lieferadresse Delivery Destination Senke.
(GVZ Güter Verkehrs Zentrum = MICRO DEPOT)
2. Dies wird vorgeschrieben und Sondernutzungsrechte für die KEP werden für den inneren Projektbereich freiraumOttensen nicht mehr erteilt.
3. Wie erreichen wir das: Hoher medialer deutschlandweiter Druck, da Ottensen Macht Platz ein Leuchtturm Projekt ist werden viele KEPs mitziehen.
Siehe UPS in der Innenstadt.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/677,1,0,0,0,0,0,0,1,0,1,0,1
Ott678,WHITE LABEL LOGISTIK DEINSTLEISTER  |  Utrecht  | MIRCODEPOT WESTLICH LIEFERZONE,"In vielen fortschrittlichen Städten wird die Lieferlogistik in urbanen Räumen auf sogenannte White Label Dienstleister umgelagert.
In Ergänzung zum MICRO Depot Mercado.
- Zweck weniger KEP (Kurrier und Express Postdienstleister) fahren mit ihren Sprintern (3,5T / Keksdose) in die engen Straßen.
1. Alle KEPS (DHL, UPS; FEDEX, DPD; Transoflex, GLS) bündeln ihre Last Mile Auslieferungen in einem HUB und ein neutrales Fahrzeug liefert die gebündelten Waren an die Lieferadresse Delivery Destination Senke.
(GVZ Güter Verkehrs Zentrum = MICRO DEPOT)
2. Dies wird vorgeschrieben und Sondernutzungsrechte für die KEP werden für den inneren Projektbereich freiraumOttensen nicht mehr erteilt.
3. Wie erreichen wir das: Hoher medialer deutschlandweiter Druck, da Ottensen Macht Platz ein Leuchtturm Projekt ist werden viele KEPs mitziehen.
Siehe UPS in der Innenstadt.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/678,1,0,0,0,0,0,0,1,0,1,0,1
Ott679,FAHRRADPARKHAUS  | KAPAZITÄT 200 + DOPPELSTOCK,"Am Anfang der Ottenser Hauptstraße sollte eine größere Anlage von Bike + Ride entstehen ähnlich der am Bf. Altona oder am S-Bf. Othmarschen.
1. Fahrradparkhaus Doppelstöckig für 200+ Fahrräder.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/679,0,1,1,0,0,0,0,0,1,0,0,0
Ott680,FAHRRADPARKHAUS  |  500+ BIKES  DOPPELSTOCK  (B+R),"Hier stehen jetzt schon oft 200 Räder meist ungeordnet angeschlossen.
Um die Flächennutzung zu erhöhen, sollte B+R (P+R) hier eine Fahrradparkhaus Doppelstöckig ähnlich dem Kellinghusenstraße errichten.
1. Fahrradparkhaus 500+ Stellplätzte Doppelstock auf zwei Ebenen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/680,0,1,1,0,0,0,0,0,1,0,0,0
Ott681,"Bitte kein Disneyland!
Was ist eigentlich mit Anwohnerschutz?","Bei all den fancy Ideen zu modernen urban life wird der Anwohnerschutz und vor Allem dessen tatsächliche Umsetzung nicht ausreichend berücksichtigt.
Kaum ein Ottenser Einwohner braucht doch einen Großteil der angestrebten Maßnahmen.
Ziel ist doch viel mehr noch mehr Menschen zum ""verweilen"" im Stadtteil zu bewegen.
Leider ist Ottensen aber auch schon an ganz gewöhnlichen Tagen rappelvoll und laut.
Durch die Bauverdichtung strömen Heerscharen von Menschen in den Stadtteil.
Die momentane Erweiterung der Außengastronomie zeigt anschaulich , was passiert, wenn noch mehr Verweilflächen eingeführt werden.
Die Straßen sind bis in die Nacht voll mit Leuten die an jedem möglichen Sitzplatz ""cornern"" und ein Heidenspektakel veranstalten .
Vor der Rehbar mussten teils Polizeibeamte samt Mannschaftswagen tagelang fest stationiert werden, um die Straßen frei zu halten, bzw ein totales eskalieren der Situation zu verhindern.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/681,0,0,0,0,0,0,0,0,0,0,0,0
Ott682,künstlich herbeigeführte Park-Kathastrophe,"In Ottensen werden, spätestens seit Beginn der Anwohnerparkarumbewirtschaftung, durch die öffentliche Hand systematisch Parkflächen vernichtet.
Eingerahmt durch zum Teil aberwitzige, monatelange Parkverbote ( die nur zum Teil  was mit dem Bau der hochgepriesenen Velorouten zu tun haben).
Hier werden die Interessen vieler Anwohner in Ottensen gezielt ignoriert und man lässt sie dies auch noch über die Gebühren bezahlen.
Keine weitere Vernichtung von Parkflächen durch das Projekt freiRaum Ottensen!!!!
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/682,1,0,0,0,0,0,0,0,1,0,0,0
Ott683,Zebrastreifen,"Völckersstraße x Bahrenfelderstraße.
Zebrastreifen, um von der Völckersstraße kommend sicher auf den Spielplatz zu gelangen
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/683,0,1,0,1,0,0,0,0,0,1,0,0
Ott684,Verkehrsberuhigung in ganz Ottensen,"Ich wünsche mir, dass Fußgängern in ganz Ottensen, nicht nur rund um den Spritzenplatz, sondern grundsätzlich Vorrang vor den Autos eingeräumt wird.
Autofahrer, die unbedingt nach Ottensen hineinfahren wollen, sollen langsam fahren und Rücksicht nehmen.
Es ist so voll hier, dass täglich gefährliche Situationen entstehen.
Daher brauchen wir breite, sichere Radwege für Fahrradfahrer.
Und Gehwege, die den Fußgängern vorbehalten sind.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/684,1,1,1,1,0,0,0,0,0,1,0,0
Ott685,Ampelschaltung Bahrenfelder Straße/Barnerstraße,"Der Verkehr stadtauswärts staut sich zu den Hauptverkehrszeiten auf der Bahrenfelder Straße vor der Kreuzung Barnerstraße.
Der Stau geht bis weit in die Straße Hohenesch zurück.
Grund des Staus ist die Ampelschaltung.
Bei jeder Grünphase können - bedingt durch den Gegenverkehr aus Richtung Bahrenfeld - nur zwei bis drei Pkw oder maximal ein Bus nach links abbiegen.
Besonders betroffen sind hier die vier Buslinien, die vom Bahnhof Altona kommen.
Die drei Linien 16, 115 und 150 müssen links in die Barnerstraße einbiegen.
Die insgesamt gut ausgelasteten Buslinien sind erheblich behindert und können den Fahrplan nicht einhalten.
Die Straßen Hohenesch und Bahrenfelder Straße sind durch den Rückstau unnötig lärm- und abgasbelastet.
Abhilfe schaffen kann hier eine zusätzliche Grünphase an der Kreuzung für den links abiegenden Verkehr in Richtung Autobahnauffahrt Othmarschen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/685,1,0,0,0,0,1,0,0,0,1,0,0
Ott686,FUßGÄNGERAMPEL |  GRÜN ZU KURZ GESCHALTET,"Die Grünphase an der Fußgängerampel ist zu kurz, mir ist klar um dies für das Fahrrad zu optimieren, aber Menschen mit Geh-Einschränkungen kommen nicht in 12 Senkungen von einer auf die andere Seite.
1. Grünphase auf 30 Sek. erhöhen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/686,0,1,0,1,0,0,0,0,0,1,0,0
Ott687,Mehr Stellplätze für Fahrräder,"Toll wären Stellplätze für Lastenräder und Fahrräder im allgemeinen
Ein Parkhaus oder ausgelagerte Parkflächen für Anwohner wären toll, damit noch weniger Autos da sind.
Parkflächen für Autos sollten lieber mit Fahrradständern bestückt werden
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/687,1,1,1,0,0,0,0,0,1,0,0,0
Ott688,Schnittgeschwindigkeit vor der Schule,"Vor der Grundschule in der Rothestraße rasen die Autos teilweise vorbei.
Hier sollte Schrittgeschwindigkeit gelten
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/688,1,0,0,0,0,0,0,0,0,1,0,0
Ott689,Spielstraße bzw Verkehrsberuhigung,"Hier leben so viele Kinder.
Warum gibt es keine Spielstraßen, wo Schnittgeschwindigkeit herrscht?!
Das wäre viel sicherer
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/689,1,1,0,1,0,0,0,0,0,1,0,0
Ott690,Breiterer Fußweg,"Mehr Platz für Fußgänger!
Der Fußweg ist einfach zu schmal für so viele Schüler_innen, die diesen Weg nutzen
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/690,0,1,0,1,0,0,0,0,0,1,0,0
Ott691,Pissoir erneuern,"Das Pissoir ist ekelhaft und stinkt.
Bitte erneuern.
Außerdem sollte es eines sowohl für Frauen als auch für Männer geben.
Stichwort Gleichberechtigung im öffentlichen Raum.
Bitte mal das Missoir Googlen, gibt es schon u.a. in Berlin
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/691,0,0,0,0,0,0,0,0,0,0,0,0
Ott692,Eingang zum Spielplatz und Kita Schrittgeschwindigkeit,"Hier sollte Schrittgeschwindigkeit herrschen!
Kinder laufen auch mal auf die Straße.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/692,1,0,0,0,0,0,0,0,0,1,0,0
Ott693,Bürgerhaushalt,"Bei einem Bürgerhaushalt können die Bürger:innen eines Bezirkes/einer Stadt über einen Teil der öffentlichen Gelder und deren Verteilung bestimmen.
Dieses Budget kann durch Diskussionen und Abstimmungen in die Bereiche aufgeteilt werden, die den Menschen vor Ort am wichtigsten sind.
Z.B. Infrastrukturprojekte, Bildung, Kultur, Sport usw. usw.
In anderen Städten hat sich bereits gezeigt, dass ein solches Beteiligungsverfahren das Demokratieverständnis der Bürger:innen wahnsinnig verbessert und Ausgaben optimiert wurden.
In Hamburg soll es 2009 einen Bürgerhaushalt gegeben haben, leider finde ich dazu fast keine Informationen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/693,0,0,0,0,0,0,0,0,0,0,0,0
Ott694,Parkplätze umwandeln,"Ich würde mir wünschen, dass auch nach der Pandemie die Parkplätze in der Ottenser Hauptstraße für die Gastronomie genutzt werden.
Am Besten fände ich die Abschaffung aller Parkplätze dort, mit abwechselnd Platz für Grünflachen, Gastronomie und Liefer-/Ladezonen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/694,1,0,0,0,0,0,0,0,1,0,0,0
Ott695,"Nur ""Anlieger frei""!","Egal, was im restlichen Projektgebiet passiert, mir leuchtet NULL ein, warum in diesem Straßenabschnitt (Am Felde, Ottenser Hauptstraße, Stangestraße) nicht nur Anwohner und Lieferfahrzeuge/Taxen zugelassen sind.
Niemand muss hier sonst durchfahren!
Man kommt eh wieder auf den gleichen Weg, wie wenn man die Erzberger Straße gleich fährt.
Auf dem Kopfsteinpflaster ist jedes Auto sehr laut und der Teil an der Ottenser Hauptstraße mit den oft auf der Straße laufenden Fußgängern sehr gefährlich.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/695,1,0,0,0,0,0,0,0,0,1,0,0
Ott696,Sitzmöglichkeiten schaffen,"Ich verstehe nicht warum bei der Neugestaltung des kleinen Platzes in der Erzberger Straße (die Bepflanzung finde ich übrigens sehr schön und gelungen) keine Sitzmöglichkeiten geschaffen wurden.
Menschen bringen manchmal paar Plastikstühle mit, damit man sich wenigstens mal hinsetzen kann.
Was bringt so eine Anlage, wenn man sie gar nicht wirklich nutzen kann?
Ich wünsche mir paar feste Bänke (mit Mülleimern daneben, da viele hier sitzen und kurz was Essen), dann sitzen die Menschen vielleicht auch nicht mehr in den Hauseingängen in den umliegenden Straßen.
Der Platz könnte echt schön sein!
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/696,0,0,0,0,0,0,0,0,0,0,0,0
Ott697,Holländische Reihe verkehrsberuhigen - konsequent!,"Die 30-Zone ist ein Witz, kaum jemand hält sich an die Geschwindigkeitsbegrenzung.
Mit der immensen Lärmbelastung durch die wegen der Langzeitbaustelle zusätzlich hier fahrenden Busse ist hoffentlich bald Schluss...
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/697,1,0,0,0,0,0,0,0,0,1,0,0
Ott698,Lebendige Stadt für Menschen statt toter Verkehr auf Ottensens Straßen,"Der Versuch „Ottensen macht Platz“ hat genauso wie die Straßensperrungen im Bereich Eulenstraße, Kepplerstraße, Bleickenallee wegen des Umbaus gezeigt, wie erstrebenswert, lebenswert, liebenswert ein Stadtbild ohne Kraftfahrzeuge ist.
Die aufgrund der Coronapandemie vergrößerten Bereiche der Außengastronomie beleben das Viertel und zeigen, dass der knappe Stadtraum deutlich sinnstiftender genutzt werden kann, als als Abstellfläche für Relikte eines überkommenden Mobilitätskonzepts des vergangenen Jahrtausends.
Daher appelliere ich an alle Entscheider*innen, den Menschen in Ottensen den Stadtraum wieder zu geben, Leben auf den Straßen zuzulassen, Befahren mit Kraftfahrzeugen auf ein für Sicherheit und Anlieferung reduziertes Minimum zu beschränken.
Dort, wo Kraftfahrzeugverkehr nicht gänzlich zu vermeiden ist, ist die Geschwindigkeit auf unter Tempo 30 zu beschränken, um Fußgänger*innen und Radfahrer*innen jeden Alters jederzeit eine gefahrlose Mitbenutzung zu ermöglichen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/698,1,0,0,0,0,0,0,0,1,1,0,0
Ott699,Bhf/ Präsident-Krahn-Straße,"Fahrräder auch vom Bahnhof aus (also in beide! Richtungen) die Präsident-Krahn-Straße befahren lassen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/699,0,1,1,0,0,0,0,0,0,1,0,0
Ott700,Mehr Stadtgrün,"In einigen engen Straßen Ottensens sollten statt des beidseitigen Parkens nur noch auf einer Seite geparkt werden.
Die Mottenburger Straße ist ein Beispiel dafür.
Auf der anderen Seite könnten Büsche und Stauden gepflanzt werden.
Diese Bepflanzung müsste in Hinblick auf die Biodiversität sinnvoll gewählt werden, am besten mit Beratung von Experten, wie z.B. den NABU.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/700,1,0,0,0,0,0,0,0,1,0,0,0
Ott701,Durchgangsverkehr verhindern,"Der starke Durchgangsverkehr ist sehr belastend für ganz Ottensen.
Es sollten sinnvolle Maßnahmen ergriffen werden, um dies zu verhindern.
Dies betrifft nicht nur die Eulenstraße, sondern auch die Gegenrichtung.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/701,1,0,0,0,0,0,0,0,0,1,0,0
Ott702,Kreuzung Hohenzollernring/Bleickenallee,"An der Kreuzung Hohenzollernring/Bleickenallee darf man inzwischen aus dem Dorf kommend von der Bleickenallee nur noch zweispurig rechts abbiegen.
Vorher durfte man sowohl geradeaus als auch links.
Das scheinen einige Autofahrer immer noch gerne zu machen!
Es kommt durch dort verbotswidrig geradeausfahrende bzw. linksabbiegende Autofahrer zu extrem gefährlichen Situationen für alle anderen Verkehrsteilnehmer auf der stark frequentierten Kreuzung!
Mehrere Beinaheunfälle habe ich schon beobachtet.
Es gibt allerdings auch keine entsprechende, zusätzliche Beschilderung - nur die Markierung auf der Fahrbahn mit den Abbiegepfeilen.
Vielleicht wäre es sinnvoll hier auch noch ein Verkehrsschild aufzuhängen, dass anzeigt, dass man hier nur rechts abbiegen darf.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/702,1,0,0,0,0,0,0,0,0,1,0,0
